         128502091 function calls (127962783 primitive calls) in 2091.010 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       60    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:83(wrapper_setattr)
       60    0.000    0.000    0.004    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:1374(_mark_worker_as_unavailable)
      272    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:90(_make_methods)
       20    0.000    0.000    0.014    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:551(__new__)
       23    0.000    0.000    0.385    0.017 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:804(_exhaustive_wait)
      240    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\storage.py:896(_pickle_storage_type)
      166    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:117(__init__)
        1    0.000    0.000    0.032    0.032 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\summary.py:518(image)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_utils.py:112(<listcomp>)
      240    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\hooks.py:81(warn_if_has_hooks)
      124    0.000    0.000    0.000    0.000 {built-in method torch._C.contains}
       62    0.000    0.000    0.001    0.000 <frozen ntpath>:87(isabs)
      240    0.000    0.000    0.000    0.000 {method 'has_names' of 'torch._C._TensorBase' objects}
        9    0.000    0.000    0.015    0.002 <frozen importlib._bootstrap_external>:1007(get_code)
       16    0.000    0.000    0.000    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
      241    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:118(poll)
       60    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:327(is_set)
        1    0.000    0.000    0.298    0.298 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:319(graph)
      271    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:168(fileno)
       70    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\sampler.py:292(__len__)
      104    0.000    0.000    0.006    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:161(__init__)
       56    0.000    0.000    0.000    0.000 {built-in method torch._C.add_attribute}
   373/13    0.000    0.000    0.003    0.000 <frozen abc>:121(__subclasscheck__)
        6    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\queue.py:34(__init__)
       32    0.000    0.000    0.000    0.000 {slot wrapper '__init__' of 'object' objects}
       23    0.000    0.000    0.000    0.000 {method 'cancel' of '_winapi.Overlapped' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:53(_commit_removals)
       60    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:108(_clip_dep_invoke_with_casting)
       20    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:144(__init__)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._create_module_with_type}
      806    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
       14    0.000    0.000    0.962    0.069 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\utils.py:65(check_md5)
       20    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:334(set)
       81    0.000    0.000    0.000    0.000 {method 'SerializeToString' of 'google._upb._message.Message' objects}
       60    0.000    0.000    0.006    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:28(_close_handles)
      378    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       91    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:444(_index_sampler)
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
      133    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataset.py:366(__len__)
       20    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:567(_get_free_pos)
       40    0.000    0.000    0.007    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1283(fp_write)
       32    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:816(check_module_initialized)
        1    0.000    0.000    0.174    0.174 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:313(_check_trace)
      240    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C._TensorBase' objects}
      310    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:69(<genexpr>)
       70    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:555(__init__)
      266    0.000    0.000    0.000    0.000 {built-in method torch._C.debugName}
       12    0.000    0.000    0.064    0.005 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\tokenize.py:392(open)
       10    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:517(state_dict)
       96    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:529(__setattr__)
      434    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      240    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C._TensorBase' objects}
       60    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
       87    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       62    0.000    0.000  929.217   14.987 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:222(_Popen)
       95    0.000    0.000    0.000    0.000 {built-in method torch._C.inputs}
       93    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:39(_remove)
      112    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\sampler.py:142(num_samples)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C.get_attributes}
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      240    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C._TensorBase' objects}
      170    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\event_file_writer.py:206(_check_worker_status)
       60    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\queues.py:140(close)
       95    0.000    0.000    0.000    0.000 {built-in method torch._C.outputs}
       21    0.000    0.000  930.050   44.288 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:381(_get_iterator)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:578(<dictcomp>)
      496    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:158(readable)
       69    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:1317(_make_invoke_excepthook)
        6    0.000    0.000    0.092    0.015 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\writer.py:50(__init__)
       16    0.000    0.000    0.071    0.004 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:538(create_script_module)
       10    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:1056(_find_spec)
      396    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:37(current_process)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:585(<dictcomp>)
       62    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
      186    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:90(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
       12    0.000    0.000    0.070    0.006 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\linecache.py:80(updatecache)
       75    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:276(_acquire_restore)
       60    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:153(is_alive)
       32    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:300(init_then_script)
      216    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:217(__contains__)
       21    0.000    0.000    0.006    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:90(Event)
       56    0.000    0.000    0.000    0.000 {built-in method torch._C.type}
       97    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_proto_graph.py:7(attr_value_proto)
    30/16    0.000    0.000    0.030    0.002 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:484(get_module_concrete_type)
     16/2    0.000    0.000    0.090    0.045 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:598(make_module)
      122    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:1229(__reduce_ex__)
        6    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\event_file_writer.py:218(__init__)
       80    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
      169    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
    41/34    0.000    0.000    0.019    0.001 <frozen importlib._bootstrap>:1209(_handle_fromlist)
      190    0.000    0.000    0.000    0.000 {built-in method torch._C.attributeNames}
       62    0.000    0.000    0.000    0.000 <frozen ntpath>:538(normpath)
      194    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:1195(__getattr__)
       69    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:1446(current_thread)
       80    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:109(__enter__)
       96    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:813(__setattr__)
        6    0.000    0.000    0.043    0.007 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\event_file_writer.py:180(flush)
       79    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\queue.py:209(_qsize)
       23    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:197(_supports_unicode)
       80    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:232(__exit__)
      232    0.000    0.000    0.000    0.000 {built-in method torch._C.isCompleteTensor}
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_sources.py:87(__init__)
      496    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:163(writable)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:326(status_printer)
       32    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_sources.py:107(fake_range)
     16/2    0.000    0.000    0.063    0.032 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:1494(_slow_forward)
      502    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.006    0.006 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegImagePlugin.py:1(<module>)
       80    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:112(__exit__)
        6    0.000    0.000    0.006    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\queue.py:79(join)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\event_file_writer.py:34(get)
      252    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      214    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
